,emotion,tweet
618,sadness,Pl  read the  Unlock1 Guidelines   letter to Chief Secretaries written thereafter  States can still impose restrictions after giving prior publicity  I am told by persons from Noida that employees have got passes  So status quo shouldn t cause problem to them at least   HMOIndia pic twitter com lr09glJRB5
619,joy,When various guidelines appear either in Hindi or in regional languages by various state authorities  it is a welcome step by the Noida authorities to have issued the  Unlock1 guidelines in both Hindi and English     Noida  DelhiNCR  myogiadityanath
620,disgust,MHA ki Guideline ka naatak khatm  Noida Republic ki Baazigari Chalu   Noida me sab kholenge lekin Delhi Border seal karenge  Unlock1 is only stunt   Cases are increasing due to Migrants then why they are being taken back  myogiadityanath  CMOfficeUP  AmitShah  AmitShahOffice https   twitter com dmgbnagar status 1267108494496247808  
621,joy, dmgbnagar  CeoNoida  volunteers7x  Noida7x  PankajSinghBJP  Today  Noida saw a rare double    It signifise a human decending from heaven to earth  Let s pray and hope that it comes out true for mankind in this fight   COVID19India  IndiaFightsCorona  natureishealing  Unlock1  pic twitter com 5A3BfDdMH8
622,disgust,Delhi Noida Border to Remain Sealed  42  Cases in GB Nagar Tracked to National Capital   Read full report  Delhi  DelhiNoidaBorder  GBNagar  Lockdown5  Unlock1  Noida  COVID19  ArvindKejriwal https   www latestly com india news delhi noida border to remain sealed 42 cases in gb nagar tracked to national capital 1791586 html  
623,sadness,Makes absolute sense   With almost 20 000 cases in Delhi alone  situation is already out of control  It s only wise for Noida so as to not spoil the under control situation earned after working so hard   diligently   Wise Administration makes all the difference   Unlock1  Noida  https   twitter com ANI status 1267116922866294784  
624,sadness,It seems Delhi Noida border will remain closed  Now  the Noida administration is clearly overdoing it  No point calling it  Unlock1 then  Bureaucrats can keep earning brownie points while people  economy suffer   myogiadityanath  dmgbnagar  PIBHomeAffairs  https   twitter com abhijitmajumder status 1267076502497030144   pic twitter com YSRZzUZPEJ
625,anger,NOIDA GUIDELINES HERE THEY ARE   Unlock1  pic twitter com espjRBImvm
626,sadness,Delhi Noida border to remain closed  But you can take a flight to Lucknow and drive back to Noida    Unlock1  Lockdown5 https   www ndtv com india news noida administration says delhi noida border to remain closed 42 coronavirus cases tracked to national capital 2238339  
627,sadness,NCR is a concept that helps people live in affordable suburbs   work in business hubs  If states draw up rigid borders everyone will be a loser  Noida simply must open if   Unlock1 is about restarting  BJP4India  CeoNoida
628,joy,Not able to apply for interstate advocate weekly pass from noida to delhi as the  To  date can not be greater than 31 05 2020  Since in unlock1 the dist admin has decided to seal border  kindly rectify the issue with the adv pass system   noida_authority  CeoNoida  dmgbnagar pic twitter com RMbPpuigfl
629,sadness,No surprises there  Wonder how long this is feasible or sustainable  Huge numbers work in Delhi live in noida and vice versa  Factories already have issues because  MigrantWorkers have left  Offices will also face problems now  How to  Unlock1
630,joy, IMPORTANT Gautam Buddh Nagar guidelines on  lockdown5 or  Unlock1 Noida Delhi border to stay sealed    Shops to open on basis of odd even rule   Industries allowed to open outside containment zone   All activities permitted by MHA allowed    Order copies     pic twitter com fMdVpXwIPt
631,sadness, dmgbnagar as per Govt of UP order about unlock1 0 reopening of  Noida delhi border is to be decided by district authority  Kindly confirm the status 
632,joy, dmgbnagar  CP_Noida Sir  a clear guidelines information on cross border movement from Noida Delhi Noida is a need of the hour  We have not received any notice from Noida administration yet after MHA order for  Unlock1
633,joy,Time for  RainbowTwitter   It appears as if  not just India  even the skies are getting openend up with  Unlock1 of  Lockdown5   Picture sent by a friend living in NOIDA   Everyone in Delhi NCR seems to have enjoyed  DelhiRains   captured the rainbow while I was on  Twitter    pic twitter com QWLZ8qJjtV
634,joy, dmgbnagar Sir what are new guidelines for NOIDA  Unlock1  
635,anger, UttarPradesh   On 1 case 250 meters  on 2 cases 500 meters  containmentzone      Noida   Ghaziabad DM will decide for the border    Proposed to open schools  colleges in July    All government offices will open in three shifts    Markets will open from 9 am to 9 pm   Unlock1
636,anger,  UPGovt releases  guidelines for  Unlock1   People coming to Noida and Ghaziabad from Delhi hotspot areas will have to wait for District administration orders   pic twitter com B4A5M2YGLb
637,joy,UP has issued fresh  guidelines for  Unlock1   noida and  Ghaziabad administration to decide on the opening of border with Delhi  Cabs to be allowed  pic twitter com Sv31wzzQkb
638,fear,GBN Noida   Latest containment zone list was released last night  List of localities where active cases had been detected recently  Had been finalised on May 29  but was released publicly a day later after approval from concerned officials   Unlock1  LockdownEnd  Liftoff pic twitter com 5Sc43opN8Z
639,joy,Centre allowed inter state  intra state movement of people but gave power to States to decide  Economic activities in Delhi NCR are linked with people living in Noida  Ghaziabad  Gurugram  Faridabad  Will they open up roads to  Delhi     Unlock1  pic twitter com W0LvF4ORdm
640,joy,य  क स  अनल क ह   प सवर ड त  बत य  नह     Unlock1 Metro chal ni rahi hai to Delhi to Noida  Delhi to Gurgaon office wale kese jayeinge  cab ka kharcha kaun pay krega  Wese hi salary puri nahin mil rahi hai  please answer      aajtak  AamAadmiParty  narendramodi  ZeeNews  ABPNews
641,sadness, breaking  noida  comtainmentzone  List of  52 Category 1 zones and  31 Category 2 zones    Lockdown5  Unlock  Unlock1  pic twitter com yQD9FHatqC
642,anger,Latest list of  ContainmentZones in  noida  As per  Lockdown5 guidelines  activitiies outside these zones should be allowed   Unlock1  pic twitter com abDNpplw6G
643,joy, LockDown 4 0 Interview with  archana_mariyappan today at 6pm  vasanthtv_india  Instagram  VasanthTV  InstaLive  archanamariyapppan  serialactress  tamilcinema  kollywood  tamilserials  lockdown4  unlock1  kumbakonam  pic twitter com un9me1LbTj
644,joy, PIBDehradun can we travel by personal vehicle from Dehradun to rudrapur via nagina Rampur route    Unlock1  traveltorudrapur
645,sadness,If this is unlock1 0 then why Rampur is closed 
646,joy, DadsDream  LockdownDiaries  Unlock1  FirstBookRelease  With the heavenly blessings of my revered Father and in the presence of my Mother  a collection of my poetry  Jeevan Satya  was released today at Jammu  You can order  Jeevan Satya  book through Amazon as well 
647,disgust, Unlock1  0  Locals  players resume fitness session at  Jammu s  ParadeGround https   youtu be X6BZhMyhUwI 
648,anger,As we enter into  Unlock1  Mizoram announced a total lockdown for three weeks because of rising  Covid 19 cases  Around 24 states including Haryana and Jammu Kashmir are seeing a huge spike in numbers  Will they be forced to impose restrictions again   https   www arre co in coronavirus mizoram goes into complete lockdown again   
649,disgust,We request everyone to  RideSafe  StaySafe in  Unlock1  Wear Mask and wear Gloves when you are riding your bike    Jammu  JammuKashmir  ElectricScooter  ebike  PollutionFree  MegaPowerElectricScooters  TNRTurner   https   www instagram com p CBMykOvjWR3  igshid 1s56wujhdtcs8  
650,joy,Unlock1  Malls open in  Jammu and  shopkeepers are also carrying out cleaning and sanitisation of their shops  India Today s  sunilJbhat gets this ground report from one of the famous mall in Jammu    ReporterDiary  http   bit ly IndiaTodaySocial   pic twitter com BtKWR0yaRL
651,joy,Activity wise details for  Unlock1  JammuAndKashmir from June 8    Jammu  Kashmir  Ladakh pic twitter com h0jIFoPog1
652,joy, UNLOCK_1 For  JK  ACTIVITY WISE details for  UNLOCK1 in  Jammu    Kashmir w e f  08 06 2020   pic twitter com 6X2uggI1iy
653,joy,Activity wise details for  Unlock1 in  Jammu    Kashmir w e f  8 6 2020  pic twitter com blo6caJuJc
654,joy,Activity wise details for  Unlock1 in  Jammu    Kashmir w e f  8 6 2020  pic twitter com 5KrcoB9P3c
655,disgust,Wave Mall Jammu  Unlock1 0  https   www instagram com p CBKwjGHgkN4  igshid 1gi10jt2ebm8a  
656,sadness, Unlock1  unlock2  aashaherbals  jammu opens up  please stay safe and don t be your usual exuberant selves  Masks  distancing  patience in queues  hand washing and social discipline at all times pls  Lets make our  jammu role model for the rest of  India  
657,fear,म द र   क  शहर जम म  स  र प र ट   शहर स  त र थय त र  और पर यटक ग यब  इसल ए इज जत ह न  क  ब वज द द क न   ब द पड   ह    द क नद र कहत  ह    ख लन  पर न कस न ज य द  ह ग   https   www bhaskar com db original news absence of pilgrims and tourist affect jammus shops and economy 127386984 html    Jammu  Unlock1  mkandharii  diprjk  HMOIndia
658,anger,Jammu and Kashmir Unlock 1 0 guidelines  Religious places continue to remain shut   JammuKashmir  Unlock1  coronavirus https   www indiatvnews com news india jammu and kashmir unlock 1 guidelines religious places remain shut 624314  
659,sadness, UNLOCK1 in  Jammu and  Kashmir w e f  from 8th June 2020   CoronaUpdates pic twitter com Oqim9PAIQm
660,disgust, JKMedia  Unlock1  Jammu  https   twitter com jkmediasocial status 1269646854129516544  
661,sadness,Jammu   Kashmir  Religious Places to Remain Closed  Inter State Travel Barred in Revised Lockdown Guidelines   Read full report  Kashmir  Lockdown5  Unlock1  JammuKashmir  listenshahid https   www latestly com india news jammu kashmir religious places to remain closed inter state travel barred in revised lockdown guidelines 1807056 html  
662,sadness,UNLOCK1 in Jammu and Kashmir w e f  From 8th June 2020  pic twitter com F9ACm2uU44
663,sadness,UNLOCK1 in Jammu and Kashmir w e f  From 8th June 2020  pic twitter com 7gCEVRbGAj
664,sadness,UNLOCK1 in Jammu and Kashmir w e f  From 8th June 2020  pic twitter com 5EyTfKcJgD
665,joy, JammuAndKashmir Adminstration issue new list for classification of districts in Red  Orange and Green category  Details notification for  Unlock1 expected shortly    CoronaVirus  COVID_19  Jammu  Kashmir  Ladakh  JammuAndKashmir pic twitter com x28wb3zsv7
666,joy,Jai Mata Di      Shri  VaishnoDevi temple getting ready to welcome devotees as part of  Unlock1  Shrine Board has started the process of drewing circles on route near Bhawan to ensure social distancing    Reasi  Katra  Jammu  Kashmir  Ladakh  JammuAndKashmir pic twitter com tTdgLVOU4A
667,joy, Unlock1 Would you prefer buying Grocery  Fruits     Vegetables   online  Packed   Shipped hygienically by professionals      We are building a long term sustainable solution for  Jammu  Your vote is precious to us  
668,joy,New Guidelines for Jammu Kashmir   LockDown4 Continues Upto 8th of June 2020    Unlock1  pic twitter com LEEHM5wfK2
669,joy, BaweWaliMata  Mandir getting ready to welcome devotees as part of  Unlock1  Management started the process of drewing circles on the floor to maintain social distancing    Jammu  Kashmir  Ladakh  JammuAndKashmir  Jammunewslog  KhajuriaManu pic twitter com NJN8lGB7xt
670,anger,Jai Mata Di      BaweWaliMata  Mandir getting ready to welcome devotees as part of  Unlock1  Management started the process of drewing circles on the floor to maintain social distancing    Jammu  Kashmir  Ladakh  JammuAndKashmir pic twitter com j6cZuGu3aa
671,sadness,Guidelines on lockdown measures in Union Territory of Jammu and Kashmir to continue till June 8  2020  Jammu and Kashmir Government  Unlock1  pic twitter com f0hhzxeGkj
672,sadness, JammuAndKashmir government will issue fresh guidelines on  Unlock1 by June 8  Till then  the restrictions   relaxations of  Lockdown4 remain continue in UT J K    Jammu  Kashmir  Ladakh  JammuAndKashmir pic twitter com qqQKDgdf5T
673,sadness,Lockdown 5 0  Jammu   Kashmir Govt Issues Guidelines for Extending Restrictions Till June 8   Read full report  Lockdown5  JammuKashmir  Unlock1  https   www latestly com india news lockdown 5 0 jammu kashmir govt issues guidelines for extending restrictions till june 8 1790825 html  
674,sadness,Guidelines on lockdown measures in Union Territory of Jammu and Kashmir to continue till June 8  2020  Jammu and Kashmir Government  Unlock1  pic twitter com Gfkw0AampU
675,sadness, JammuAndKashmir   Guidelines on  lockdown measures in Union Territory of Jammu and Kashmir to continue till June 8  2020   Unlock1  Lockdown5  CoronavirusOutbreak pic twitter com Tde2FRnIg7
676,sadness,Guidelines on lockdown measures in Union Territory of Jammu and Kashmir to continue till June 8  2020  Jammu and Kashmir Government  Unlock1  pic twitter com gumUKCGjUK
