,index,labels,tweet
2932,4972,sadness, yeah yeah how the heck are you anyway sastch it up again this year i had to bail out for lack of expenses
2933,4973,worry,oh boy this is going to be a loooooong day
2934,4975,neutral, um mr deadly sir  can you please follow me on twitter 
2935,4977,happiness,ok im going outsidewish i was playing basketball  oh well
2936,4979,sadness,crying real tears
2937,4981,love,countdown to launch june nd is oh so temptingly close  if only my lovely puter werent so faaaaar away
2938,4982,sadness,my blow torch has broken  this is a real bummer
2939,4983,neutral, will have to pare down his collection of portraits of  and bangbang
2940,4984,sadness, i wasnt near him
2941,4986,neutral,admitting that i dont like action plots and i do like romance plots always makes me feel like im setting back the feminist cause
2942,4987,neutral, nothing really sooo bored  
2943,4988,worry,getting ready waiting for cor picking up josh movies  out to dinner  then trailer perhaps baccck to work tomorrow
2944,4989,worry,forgot my lunch and no one else is ordering stuff  boooooo
2945,4990,neutral,hopefully im getting my new windows tomorrow still using my mums lap birthday tomorrow eve and facebook doesnt work somehow
2946,4993,worry,hmm the new sports catalog and card jitsu updates are not appearing for me
2947,4995,worry,on the monday so i wont be able to be with you  i love you
2948,4996,worry,going home with sore eyes
2949,4999,sadness,my ti died i dont know why
2950,5001,worry,one of the estate agents next door just caught me singing along to wham
2951,5002,happiness,pase i guess u ain like me den my hair cut short  lol
2952,5003,love, thats soooo pretty mine havnt flowered for years
2953,5004,worry, ive tried to and nothing has worked i dont think hes all that bothered sigh
2954,5005,neutral,wave would trend higher that bing
2955,5006,worry,wockeez i wish i can go but im not in us
2956,5007,love, i need to watch star trek
2957,5008,happiness, well good luck with twpp in an hours time i think i will be on my way home  have fun
2958,5009,worry,yst so u are very burnt  sorry back or front burnt
2959,5010,sadness,  not the same can we party tonight jig
2960,5012,worry, if i end up working in dc gmu is on my short list for masters no  started sys eng program in the s never finished
2961,5014,sadness,hates moving
2962,5016,sadness,sooooo i just dropped my phone  dont text or tweet me im currently banging my face against a spike covered poison ivy infested wall
2963,5017,sadness,missin my boo
2964,5019,worry,sitting on the decking reading psychology notes with my ipod and my dog its far too warm
2965,5020,sadness,murray just got broken
2966,5022,worry,unc budget  cuts may rise to    httptinyurlcommdmtp
2967,5023,sadness,is enjoying a yummy salad but missing her avocado  thats what happens when your husband does the grocery shop
2968,5024,love,really want to go to the nets
2969,5026,neutral,ram upgradedone ff still slow so disabling all addons  not sure which ones will make the cut to be honest its like sophies choice
2970,5027,worry,i killed my dill plant again why does this happen with dill it is doing great then suddenly its dead httptinyurlcommlhf
2971,5029,worry,its  degrees and gorgeous out and im stuck in the library because i have a midterm in  hours so lame
2972,5030,sadness, ur linky no worky
2973,5032,worry,i feel like  cause i couldnt sleep last night and went to sleep at  n bk up at   soooo tired
2974,5033,neutral, please dont forget french fans  we are here 
2975,5034,worry, well i took it in early  graduated in  we were the final stage guinea pigs  it seriously is a waste of time
2976,5035,neutral,i didnt get the job  but i will keep applying to other schooli do want to teach
2977,5036,sadness,listening through the mendeed discog once again i still think their disbanding is a loss  metal
2978,5038,sadness,my friends are mocking my weekend   have they been talking to you
2979,5045,worry, hope the presentation went well today tweet me if yr on campus tomorrow  ill be around from lunch time onwards
2980,5046,sadness,you wanna know whats worse my coworker just brewed a fresh cup of coffee and all i can think about is bacon
2981,5047,neutral,cleaning
2982,5048,worry, oh no hope its not as bad as it sounds
2983,5050,sadness, too bad
2984,5052,love, do a tour in the philippines sometime  a lot of fans here would really love that
2985,5053,love, hey love whats up my voice is shot  whats new with you
2986,5054,worry,trying to get this swimmers ear to go away
2987,5055,happiness,im under  followers again  gosh darn good mood atm might have a bbq later heat waaaave 
2988,5057,worry,exams are kinda near just a week more  projects yet to be submitted  and almost failing in one of the subjects may allah save me
2989,5059,happiness,straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
2990,5060,happiness, i dont feel like having to reboot  if only osx supported hibernate  reboot in bootcamp 
2991,5062,sadness,oww cant even describe how much my back hurts going to have to go to the stupid doctor
2992,5063,sadness, i always miss out i wont be able to commence in the foolishness til the fall  but come fall ill be visiting yay
2993,5064,neutral,dreaming of bacon waffles with fresh butter and maple syrup and brewed coffee
2994,5065,neutral,hi im jonathan from spotify  just  a month u cn have unlimited music w no interuptions but i luv r little chats j dont leave me
2995,5066,sadness,aaaaahhhh friday but     funeral at 
2996,5067,love,  hope you have a better weekend then
2997,5069,sadness,sun has been making me happy  shame about work tonight  x
2998,5072,sadness, i feel your pain mine is the same way
2999,5074,worry, its so sad i wish i could stay longer it the last time ill see you tonight  better not wear my make up
3000,5075,sadness,sad day in the office glad its friday like to get away from this for a while poor coworker just lost her son
3001,5076,love, and the other variable types that we have are not going to be any helpful here  what is the margin of error here
3002,5078,sadness,wishes she had a pool
3003,5081,happiness,found six great vegan places to eat and relax at four of which i cant get to without a car
3004,5082,sadness,soooo not feeling well and i need to get out of bed
3005,5083,sadness,well its not done yet   more thing left huaaahhhhh  jupaa resaaaa awas kaliaaannn 
3006,5084,worry,im soooo tired i have to study for all of my subjects  history is gonna be so hard  help me
3007,5085,happiness,in the university with hungry
3008,5088,worry,in class sick and hungry
3009,5089,worry, omg what posts were deleted so annoyed i cant go on forum at work
3010,5090,worry,i got a replacement phone and now all my text messages and call history are gone  i am sad
3011,5094,sadness, thats right kick me when im down
3012,5100,worry, im guessing the belt thing is a nogo since i didnt hear backsorry  stop by this weekend well talk bout the ring etc
3013,5101,love,aww twiter i miss you today ill post a little more i mea after the movie theaterahah soo coold here
3014,5103,neutral,httptwitpiccomshw  just took this for class just  minutes ago its awsome being here too bad i graduate next year
3015,5105,worry,weather is making me gloomy
3016,5106,worry,lamentablemente paso  jrztwitterlunch
3017,5108,sadness,sourish limbs is preventing me from gg out on a friday not happy i havent been on at am for a v long timeeven more so on a fri
3018,5109,neutral,blah work at job one all day and job two all night
3019,5113,worry,is hurt and upset and trying to smile when i feel broken inside
3020,5114,happiness,back in manchester whats with the weather sweaty
3021,5118,worry, hahah sadly there is no current activity though in the room
3022,5119,sadness,sick of math
3023,5120,happiness, its good theyre realistic but i still dont like thinking about it
3024,5121,happiness,finally left the house its gloomy outside
3025,5122,neutral,wants chocolate milkkk
3026,5123,neutral,i wanna go see the cab really bad
3027,5124,happiness,loving the sun today even thought i should be revising not a good day though been at kates all afty  day for her bless her  x
